时间,关键词,表情,内容
20161221,减肥,"[奸笑],[害羞]",经常喊饿的姑娘，大多数是心地善良单纯可爱直率天真[害羞]。原谅我这一生脸大不羁还爱吃，空有一颗减肥的心，无奈却生了一条吃货的命。[奸笑] 徐州·建国西路 ​
20161221,减肥,[嘻嘻],冬至节，吃饺子，我进房间出来墨宝都快吃完了，小吃货，我在吃减肥的159，墨宝还凑热闹的顺爸爸看我胖了没，我也吃点！[嘻嘻][嘻嘻][嘻嘻] 长沙·浏阳河风光带 ​
20161221,减肥,"[草泥马],[猪头]",心里想着减肥，身体却很诚实晚上吃的比谁都多[草泥马]这会儿又很渴，一大杯水下肚明天起床应该会肿成[猪头]吧 ​
20161221,减肥,"[喵喵],[二哈]",#晚安心语# 晚饭吃了好多，别说什么减肥的话，我不爱听[喵喵]。冬天不囤脂肪还过什么冬天？！[二哈]晚安，亲们！！[哆啦A梦微笑] ​
20161221,减肥,[微笑],快过年了，教你们一个拒绝相亲的方法。妈：这个男生家里有钱，房子好几处。人老实肯干，年龄大点成熟顾家，胖点也没关系你可以和他一起锻炼减肥。你：如果换做是你，那你愿意和他结婚吗？这样你妈一定换位思考[微笑] ​
20161221,减肥,[污],明明说要减肥的，却就着冬至的理由吃了牛肉火锅以及十几个大葱大白菜猪肉饺子…估计下个星期就能破百了吧[污] ​
20161221,减肥,[生病],美丽的胖子也是胖子[生病][生病][生病]减肥减肥减肥～～～ 沈阳·北一路万达 ​
20161221,减肥,[泪],打卡：hp+定制4+D17。年底了比较忙，懒了很多[泪]今天放假，上午和晚上各练了一个小时～希望多多少少补回来一点～@减肥明星赵奕然 ​
20161221,减肥,[偷笑],吃饱了才可以减肥嘛！[偷笑] 哈尔滨·南岗区 ​
20161221,减肥,[微笑],[微笑][微笑][微笑]锻炼个毛线！学跳舞就可以减肥！ ​
20161221,减肥,"[眼泪],[傻笑]",#冬至到# 冬至没有吃上水饺，倒是吃了一顿炸鸡😋大晚上的，减肥再次失败[眼泪]累了一天吃的饱饱哒[傻笑]吃饱了喝足了睡觉！다이어트 내일부터 할께!!!ㅋㅋㅋ ​
20161221,减肥,[给力],肚子好饿，管他呢吃完再减肥。[笑cry][给力] ​
20161221,减肥,[给力],L+毛一晴＋普通第[3]️天＋今天终于有了很多汗，肚子，后腿还有后背。不过今天吃的太多，总体比昨天重了0.4，感觉不太好，所以说吃的真的很重要。早上，稀饭一碗，点心一个，中午，饺子，晚上，鱼和凉拌菜。@减肥明星赵奕然 争取到过年甩掉我的大肚子[给力][给力]……加油加油！ ​
20161221,减肥,[拜拜],每次看到帅哥照片就想减肥，可是一小时前刚啃了鸭腿和汤圆[拜拜] ​
20161221,减肥,[哈哈],有一颗减肥的心和一个能吃的胃，它俩天天PK，猜！谁赢了！[哈哈][哈哈] ​
20161221,减肥,[二哈],该减肥了[二哈] ​
20161221,减肥,[大哭],为了减肥姐姐我也是拼了！饿啊！为什么要长这些肥膘呢？[大哭] ​
20161221,减肥,[泪],看木下视频，她好像80多斤还是90多斤，为什么她吃那么多还不胖，而我这种小胖子只能饿肚子减肥[泪] ​
20161221,减肥,"[泪],[失望]",以后这疤痕伴随着我的小腿[泪][泪]香菇难受……[泪][泪]祛疤膏....我明天继续找找看看....[泪][泪]我把自己拍得那么瘦，比例那么好，呵呵...看照片，我胖哪儿？[泪][泪]其实我的赘肉很会隐藏....说好减肥滴，我吃了好多巧克力麦片..[失望][失望]明天多运动吧……哎 泰国·普吉镇 ​
20161221,减肥,[困],妈咪吃多了，妈咪要减肥了[困] ​
20161221,减肥,"[心碎],[大哭],[橄榄球]",快活就好[emoji]‍♂️ 但不能忘本 最近体重飙升有点 要减肥了[心碎][大哭]🍪[橄榄球] ​
20161221,减肥,[蝴蝶结],[蝴蝶结]肥胖的女孩子为什么一定要努力，想想曾经因为胖而得到的外号吧，减肥这件事还是不能放弃 ​
20161221,减肥,"[汗],[可爱]",第二天，出一身汗。[可爱][可爱]还要坚持，减肥中的肥鹤[汗][汗][汗]。 ​
20161221,减肥,[再见],早上吃饭一盘菜是萝卜干[再见]中午吃饭又是一盘萝卜干[再见]晚上下班#冬至这样过#回家，问吃什么，一盘萝卜干[再见][再见][再见][再见][再见]啊喂，今天可是冬至啊，冬至啊？？？我妈居然说：你不是要减肥吗[再见][再见][再见] ​
20161221,减肥,[二哈],看着圈里这些晒包水饺吃水饺的人，我就不高兴，我就想问问小编，食堂冬至吃水饺为嘛不管饱，项目上都是二三十岁的大小伙子，15个水饺谁能吃饱，吃不饱怎么减肥[二哈][二哈][二哈]@中建三局工会 武汉·东湖(沿湖大道) ​
20161221,减肥,"[眼泪],[摊手]",我永远都在吃吃吃尤其是老骆叫我明年暑假陪她去西藏尼泊尔后我就知道明年去阿纳姆看老张无望后我就开始准备放弃减肥了[摊手][摊手][摊手]我的手的肉感已经摸不出骨头了[眼泪]我是胖仙女[摊手][摊手][摊手]@KA张玉宁KA ​
20161221,减肥,"[偷笑],[微笑],[握手]",CAT340D2L 3.7米加强斗杆，3.4方岩石斗，完工。[微笑]好久不见，我想你们了哦，我拼了命的吃东西减肥就为了可以帅帅的见个面[偷笑][偷笑][偷笑]大家好！[握手][握手][握手] 东莞 ​
20161221,减肥,[微笑],我这双手真的该剁[微笑]好不容易集完ft所有韩专和日专一半版本[微笑]又入了手帐坑[微笑]买一堆胶带手帐本[微笑]刚到郑州吓的买了一堆3m口罩[微笑]早上又被安利一堆韩国零食[微笑]忘记自己要减肥了[微笑]好不容易停手了 我又入了朴宰范2ne1韩专[微笑]我刚有钱两天马上又负资产[微笑] ​
20161221,减肥,"[心],[悲伤],[白眼]",以后压根不需要刻意减肥了[悲伤]因为根本没有闲钱大吃大喝了[白眼]从此走上了房奴这条不归路了[心] ​
20161221,减肥,[泪],D17+普通班+H，定制四全部，练完肚子上的肉好酸啊，平时都是在没有暖气的房里练，今天换到暖气房好热啊，汗也就那样[泪]@ER团队-侯磊教练 @减肥明星赵奕然 ​
20161221,减肥,[爱心],自制减肥水果拼盘[爱心]️[爱心]️[爱心]️#减肥、瘦身、健身# 秒拍视频 . ​
20161221,减肥,[蝴蝶结],[蝴蝶结]肥胖的女孩子为什么一定要努力，想想曾经因为胖而得到的外号吧，减肥这件事还是不能放弃 北京·房山区 ​
20161221,减肥,[大哭],为了减肥姐姐我也是拼了！饿啊！为什么要长这些肥膘呢？[大哭] ​
20161221,减肥,[泪],看木下视频，她好像80多斤还是90多斤，为什么她吃那么多还不胖，而我这种小胖子只能饿肚子减肥[泪] ​
20161221,减肥,"[泪],[失望]",以后这疤痕伴随着我的小腿[泪][泪]香菇难受……[泪][泪]祛疤膏....我明天继续找找看看....[泪][泪]我把自己拍得那么瘦，比例那么好，呵呵...看照片，我胖哪儿？[泪][泪]其实我的赘肉很会隐藏....说好减肥滴，我吃了好多巧克力麦片..[失望][失望]明天多运动吧……哎 泰国·普吉镇 ​
20161221,减肥,"[白眼],[二哈],[怒]",打卡！今天一碗混沌一跟香蕉两杯酸奶一杯ad盖腹肌背肌各50拉伸运动30分钟现代汉背一页英语略了一遍数学还没开始[白眼]计算机没开始[二哈]12月21打卡[二哈][二哈]48千克放假前目标40千克[怒][怒][怒][怒]致力于减肥事业的我[笑cry][笑cry][笑cry] ​
20161221,减肥,[微笑],看了一堆美女之后发现[微笑]根本不是衣服好看好不好[微笑]只要脸美身材棒穿神马都好看[微笑]所以我要开始减肥减肥减肥减肥了[微笑] ​
20161221,减肥,[加油],明天正式开始减肥，争取瘦十斤！！加油！！[加油] ​
20161221,减肥,"[加油],[赞啊]",@减肥明星赵奕然 今天第一天，好累，五十多分钟的视频休息了三次，真的跳的很不容易！加油[加油][加油][赞啊] ​
20161221,减肥,[哈哈],减肥也是一种乐趣[哈哈][哈哈] 东港市 ​
20161221,减肥,[二哈],看着圈里这些晒包水饺吃水饺的人，我就不高兴，我就想问问小编，食堂冬至吃水饺为嘛不管饱，项目上都是二三十岁的大小伙子，15个水饺谁能吃饱，吃不饱怎么减肥[二哈][二哈][二哈]@中建三局工会 武汉·东湖(沿湖大道) ​
20161221,减肥,"[眼泪],[摊手]",我永远都在吃吃吃尤其是老骆叫我明年暑假陪她去西藏尼泊尔后我就知道明年去阿纳姆看老张无望后我就开始准备放弃减肥了[摊手][摊手][摊手]我的手的肉感已经摸不出骨头了[眼泪]我是胖仙女[摊手][摊手][摊手]@KA张玉宁KA ​
20161221,减肥,"[偷笑],[微笑],[握手]",CAT340D2L 3.7米加强斗杆，3.4方岩石斗，完工。[微笑]好久不见，我想你们了哦，我拼了命的吃东西减肥就为了可以帅帅的见个面[偷笑][偷笑][偷笑]大家好！[握手][握手][握手] 东莞 ​
20161221,减肥,[微笑],我这双手真的该剁[微笑]好不容易集完ft所有韩专和日专一半版本[微笑]又入了手帐坑[微笑]买一堆胶带手帐本[微笑]刚到郑州吓的买了一堆3m口罩[微笑]早上又被安利一堆韩国零食[微笑]忘记自己要减肥了[微笑]好不容易停手了 我又入了朴宰范2ne1韩专[微笑]我刚有钱两天马上又负资产[微笑] ​
20161221,减肥,"[心],[悲伤],[白眼]",以后压根不需要刻意减肥了[悲伤]因为根本没有闲钱大吃大喝了[白眼]从此走上了房奴这条不归路了[心] ​
20161221,减肥,"[雪人],[耶]",[雪人] 心脑血管疾病在寒冷的冬季是高发期，减肥尤为重要，特别是中老年和三高肥胖者！[耶] 而冬至是养生的大好时机。自冬至起，白昼渐长阳气始升，更为适宜减肥+养生，还能赶在春天之前把脂肪“脱去”！ ​
20161221,减肥,[跑],约好长堤跑两圈的，在减肥路上越走越远[跑][跑] ​
20161221,减肥,"[斜眼],[求关注]",我想真的该减肥了[斜眼][求关注] 衡阳 ​
20161221,减肥,[泪],体重快过百了[泪]不吃，不吃了，今年不吃晚饭了，减肥[泪] ​
20161221,减肥,[二哈],怎么可以这么胖了奥到K减肥减肥 [二哈] 泰安·山东财经大学东方学院 ​
20161221,减肥,[二哈],讲真，照着吃法，咱俩要是能减肥，太阳打西南北边儿同时出来[二哈]@___小Zzz嘚啵嘚嘚嘚 唐山·远洋城 ​
20161221,减肥,[打脸],#每日打卡##减肥食谱#DAY 31我真的需要加强运动，寒假运动一定要搞起来现在还是默默跟大物做斗争吧[doge][doge][doge]我一没忍住，就会胖[笑cry]这个秤精准的让我好害怕[打脸][打脸][打脸][打脸][打脸] ​
20161221,减肥,"[二哈],[委屈]",懒得p图啦 最后一天还是愉快地结束了。期待下学期与你们再见面。口乞的一个晚上[二哈]感觉现在自己的背后插满了减肥的flag好像今天晚上水逆啊 坐公车被门夹 涂指甲油把小刷掉到衣服上[委屈]总之一天又过去了 该放下的就别再有执念了突然想起一句歌词“试探说晚安多空乏又心酸”晚安自己吧。 ​
20161221,减肥,[二哈],强化班＋D25+定制五＋四月后二十分钟＋深蹲六组＋拉伸，瘦下来才有节假日，现在暂时忘了吧，一点都不想吃羊肉[二哈][二哈][二哈]冬天来了汗水比较少，但是只要你愿意动起来，一样的会瘦瘦瘦...@减肥明星赵奕然 @月半星ye ​
20161221,减肥,[偷樂],71天，甩掉30斤纯脂肪。还有很大空间，继续努力！TR90，重启人生！冬至过后，该时候减肥了～[偷樂][偷樂][偷樂][偷樂] 广州·新港西路 ​
20161221,减肥,[哈哈],明天开始健康减肥！加油[哈哈][哈哈] 华蓥市 ​
20161221,减肥,[愉快],木婉清适合7类人群  ，看看有没有你[愉快]（一）上班族 ：早上赶时间的上班族。（二）吃货族 ：管不住嘴的吃货族。（三）懒人族 ：想快速减肥，又想省时省力不爱运动的懒人族。（四）反弹族 ：减肥多次，屡战屡败的反弹族。（五）减肥族 ：担心其他副作用的减肥族。（六）产后族 ：产后想安全瘦 ​ 全文
20161221,减肥,[色],今天冬至大家都是怎么过的啊~        大晚上想吃蛋糕，跑得脚底生风，减肥是神么东西，我不知道[色] ​
20161221,减肥,"[下],[傻笑],[猫咪]",[下][下][下][下][下][猫咪]这才是减肥好吗请励志一下你自己[傻笑] 仁怀市 ​
20161221,减肥,[污],不再妄想减肥，相信总会有一个人笑着对我说 “肥点好，吃的圆圆的，推着走就能领回家了。”[污] ​
20161221,减肥,[闭嘴],可能，或许真该[闭嘴]减肥了 ​
20161221,减肥,[摊手],这一堆该如何减肥[摊手] ​
20161221,减肥,"[眼泪],[悲伤]",真心太喜欢苏州这个城市   现代和古典结合的那么好 好吃的简直太多了 根本吃不够 从早上吃到晚上还没过瘾 完全把减肥丢到一边[眼泪]  明天就要离开了 好舍不得[悲伤] 苏州·苏州姑苏区 ​
20161221,减肥,[二哈],减肥第十四天/今天忍不住吃了几口面包/罪恶感好重[二哈][二哈][二哈] ​
20161221,减肥,"[怒骂],[打脸],[拜拜]",获奖汉堡！说好的减肥呢… [拜拜]一口下去多少公里，多少卧推，多少深蹲，多少热量！！！ [怒骂]   一会换地方继续[打脸] 北京·悠航鲜啤（三里屯店）Slow Boat Brewpub ​
20161221,减肥,[挖鼻],减肥第一周[挖鼻][挖鼻][挖鼻] ​
20161221,减肥,"[污],[二哈]",我和我最后的倔强，说好的减肥就要做到[污]一锅🌽被我一个人次完了[二哈] ​
20161221,减肥,[酷],今天开始，减肥记录，30天减15斤，加油[酷] ​
20161221,减肥,[拳头],新人报道，普通班＋day1，第一次跳有点跟不上节奏，然后跳得有点急肚子有点疼，可能方法掌握得不对，流的汗水不多，希望后期能多流点[拳头][拳头][拳头]@减肥明星赵奕然 ​
20161221,减肥,[偷笑],@减肥明星赵奕然 cc➕普通班➕d3天，跳前体重52.9跳后体重52.4[笑cry][笑cry][偷笑][偷笑]今天完成度最好，坚持跳完了训练1的所有内容！那酸爽！[笑cry][笑cry]按这样下去恢复到生丫丫之前的身材和体重不是不可能哦。。。一定严格要求自己 ，管住嘴，大大的迈开腿！fighting……求超帅的常超教练和赵老 ​ 全文
20161221,减肥,[抱抱],室友要我监督减肥，还跟着我吃，这肥她是减不了了。[抱抱] ​
20161221,减肥,"[强壮],[阴险]",开始减肥了 未了过去三个月的放纵 终究付出了代价… 新单位伙食太硬了[笑cry] 比昨天轻了0.7kg… 貌似坚持一个月 就能回到解放前的样子～～～[强壮][阴险] ​
20161221,减肥,[太开心],慢慢发现，爸爸妈妈越是上了年纪越是传统了！大小节日都很认真上心的准备各种好吃的！作为减肥的我，面对一桌子的诱惑情何以堪[笑cry][笑cry]你们考虑过我的感受吗？[太开心][太开心] ​
20161221,减肥,[泪],又回到我跳操吃草的环节了，一个月胖了差不多六斤的体重，我怎么减[泪]#减肥# 锦州 ​
20161221,减肥,[微笑],别人减肥成功了，你还是个小胖子[微笑] 日照·东港区 ​
20161221,减肥,[委屈],C+基础班+D10@减肥明星赵奕然 今天动作挺标准，还是没有多少汗[委屈][委屈] ​
20161221,减肥,[哈哈],F 普通班 定制1 20分钟。有失败太多次的经验教训，开始不敢太猛，本身不是易出汗体质，循序渐进的慢慢来，今天能鼓起勇气重新开始，我也是很看得自己的[哈哈][哈哈][哈哈]@ER团队-冯浩教练Frank @减肥明星赵奕然 ​
20161221,减肥,[色],今天冬至大家都是怎么过的啊~        大晚上想吃蛋糕，跑得脚底生风，减肥是神么东西，我不知道[色] ​
20161221,减肥,"[下],[傻笑],[猫咪]",[下][下][下][下][下][猫咪]这才是减肥好吗请励志一下你自己[傻笑] 仁怀市 ​
20161221,减肥,[污],不再妄想减肥，相信总会有一个人笑着对我说 “肥点好，吃的圆圆的，推着走就能领回家了。”[污] ​
20161221,减肥,[闭嘴],可能，或许真该[闭嘴]减肥了 ​
20161221,减肥,[带着微博去旅行],冬至快乐哦！在吃饭我就把积蓄在攒多点![带着微博去旅行][带着微博去旅行]我要减肥！ 深圳·罗湖区 ​
20161221,减肥,[泪],最近胖了好多[泪]我要减肥了，就从明天开始。 ​
20161221,减肥,[怒],我要减肥[怒] ​
20161221,减肥,[拜拜],我也想减肥啊，可是我能怎么办呢[拜拜] ​
20161221,减肥,[摊手],#经常喊饿的姑娘##MerryChristmas#不长肉仿佛对不起冬天🙈说好的减肥，脸呢[摊手][摊手][摊手] ​
20161221,减肥,"[哈哈哈哈],[瞧瞧]",【右手食指指纹决定了你的爱情】 99%的人都说非常准！[dx脚踏车][bm醒悟][哈哈哈哈][瞧瞧][yes]，但是有人误会她们的了。【十种常见蔬菜轻种减肥蔬菜】1黄瓜： ​
20161221,减肥,[悲伤],果真是胖了，老子要开始减肥了[悲伤] ​
20161221,减肥,[酷],今天开始，减肥记录，30天减15斤，加油[酷] ​
20161221,减肥,[拳头],新人报道，普通班＋day1，第一次跳有点跟不上节奏，然后跳得有点急肚子有点疼，可能方法掌握得不对，流的汗水不多，希望后期能多流点[拳头][拳头][拳头]@减肥明星赵奕然 ​
20161221,减肥,[嘻嘻],打卡。普通班+D2。昨晚第一天，今天第二天。刚刚知道还要微博打卡[嘻嘻]不知道是自己速度没跟上还是跳错了，没怎么出汗。还要继续熟悉动作。。@减肥明星赵奕然 ​
20161221,减肥,[偷笑],@减肥明星赵奕然 cc➕普通班➕d3天，跳前体重52.9跳后体重52.4[笑cry][笑cry][偷笑][偷笑]今天完成度最好，坚持跳完了训练1的所有内容！那酸爽！[笑cry][笑cry]按这样下去恢复到生丫丫之前的身材和体重不是不可能哦。。。一定严格要求自己 ，管住嘴，大大的迈开腿！fighting……求超帅的常超教练和赵老 ​ 全文
20161221,减肥,[抱抱],室友要我监督减肥，还跟着我吃，这肥她是减不了了。[抱抱] ​
20161221,减肥,"[汗],[惊恐]",2016.12.21早午晚饭外加没吃饱干啃的一个馒头[惊恐][汗][汗]我的减肥大计 ​
20161221,减肥,"[雨伞],[无奈]",【右手食指指纹决定了你的爱情】 99%的人都说非常准！[gbz大笑][无奈][雨伞][kmX][nono尴尬]。。。只剩他后悔莫及正起劲儿呢，老师说：水分，有助于减肥。当 ​
20161221,减肥,[轻轨],#减肥第三天# 因为明天的food fair所以没有时间运动，因为收到新年贺卡而开心，因为第一次上班遇到火车[轻轨]而激动。 缅甸·仰光 ​
20161221,减肥,[泪],又回到我跳操吃草的环节了，一个月胖了差不多六斤的体重，我怎么减[泪]#减肥# 锦州 ​
20161221,减肥,[泪],这体重飙的也太快了 又得开始减肥了[泪] ​
20161221,减肥,[微笑],别人减肥成功了，你还是个小胖子[微笑] 日照·东港区 ​
20161221,减肥,[委屈],C+基础班+D10@减肥明星赵奕然 今天动作挺标准，还是没有多少汗[委屈][委屈] ​
20161221,减肥,[哈哈],F 普通班 定制1 20分钟。有失败太多次的经验教训，开始不敢太猛，本身不是易出汗体质，循序渐进的慢慢来，今天能鼓起勇气重新开始，我也是很看得自己的[哈哈][哈哈][哈哈]@ER团队-冯浩教练Frank @减肥明星赵奕然 ​
20161221,减肥,[兔子],晚上好！[兔子]#减肥# ​
20161221,减肥,[樱花],[樱花]蒙蔽状态中🙄🙄自黑一下#萌show减肥糖片# 海宁市 ​
20161221,减肥,"[张嘴],[抵消]",[张嘴]减肥不掉秤的6大终极原因1[抵消]心情不好、大喜大悲着急上火不掉秤。2[抵消]吃太饱、饮食不规律不掉秤。3[抵消]吃咸、吃甜不掉秤。4[抵消]便秘不掉秤。5[抵消]喝酒、喝饮料不掉秤。6[抵消]经期或经期前不掉秤。 成都·双流县 ​
20161222,减肥,[二哈],减肥真是件特别痛苦的事情 我真的不饿！[二哈] ​
20161222,减肥,[抓狂],12.22 发福[抓狂]            对于我这种既管不住嘴又懒得要死的人             没有继续发胖已经算是在减肥了。 ​
20161222,减肥,"[日出],[斜眼]",如果不做心理咨询的话，好想到处走🗺到处拍照[日出]，也想尝试室内软装设计🛋，也想去山里种地自给自足🏕，也想花很多时间研究做饭🌮和甜点🍩。但是，我现在想对自己说，你能不能先减减肥，再做梦[斜眼] ​
20161222,减肥,[晕],今天体重49.5KG[晕]吓哭擦干眼泪开始减肥@丶你以前很爱我的陪伴 ​
20161222,减肥,[二哈],#李敏镐今天又帅了吗#今天更帅了今天更新了第12集可是有吻戏[二哈]大半夜吃了冰糖雪梨可我是要减肥的人晚安 ​
20161222,减肥,[摊手],“世界上最难做到的几件事：减肥 早睡 早起 让喜欢的人也喜欢自己”[摊手] ​
20161222,减肥,[拜拜],生完了大宝一定要老老实实认认真真减肥[拜拜]瘦到100斤[拜拜] ​
20161222,减肥,[二哈],在减肥的时候 罪恶地 炒了乌冬可是 也 太好吃了宿舍地位又一次提升[二哈] ​
20161222,减肥,[二哈],日均一次立志减肥[二哈][二哈] ​
20161222,减肥,[污],本来是去游泳减肥的，结果回家太饿➕了一餐，你是不是sha傻！！！[污] ​
20161222,减肥,[二哈],#朴灿烈# 我来晚了[二哈]减肥第一天……自我斗争中……排队签到领取精神食粮[二哈][二哈][二哈] ​
20161222,减肥,[二哈],哎呀好胖明天开始减肥～仅靠拉筋是没有效果的[二哈] ​
20161222,减肥,[炸弹],[炸弹] 出油膏 一边帮客人剪头发 一边用出油膏减肥‼️最轻松的减肥 秒拍视频 . ​
20161222,减肥,[微笑],再不减肥日子过不下去了[微笑]猜猜我这两三年胖了多少 ​
20161222,减肥,[二哈],哎呀好胖明天开始减肥～仅靠拉筋是没有效果的[二哈] ​
20161222,减肥,[炸弹],[炸弹] 出油膏 一边帮客人剪头发 一边用出油膏减肥‼️最轻松的减肥 秒拍视频 . ​
20161222,减肥,[微笑],再不减肥日子过不下去了[微笑]猜猜我这两三年胖了多少 ​
20161222,减肥,[偷笑],25天要做完3个大单，7个小单。年后回来2个月起码要出10个柜子。我也不知道我现在心里是什么想法。就想着一切顺利吧。忙晕了快[笑cry][笑cry]。也是不知道这么忙，能不能减肥呢！[偷笑][偷笑] ​
20161222,减肥,"[悲伤],[害羞]",哈哈～～妈妈买的萌萌睡衣～[害羞][害羞]晚上称了一下体重，被老妈发现我又胖了…又得被迫减肥啦，晚上米有饭吃，男票也不在。哎～饿着八～[悲伤][悲伤] ​
20161222,减肥,"[噢耶],[好爱哦]",课堂上的我还是比较有魅力的[好爱哦][好爱哦]就是胖的一发不可收拾，来来交流下减肥效果好的方法[噢耶]我请吃大餐 郑州·金水区 ​
20161222,减肥,[喵喵],打着减肥的旗号大吃特吃[喵喵][喵喵] ​
20161222,减肥,"[泪],[耶]",以为吃完牛肉我就有力气继续减肥了[泪] 但是 我又饿了[耶] ​
20161222,减肥,[大哭],再不减肥我就是猪，还是死猪[大哭][大哭][大哭] ​
20161222,减肥,"[睡],[困]",我的脚踝呀，都一个多月了，明明恢复好了，今天跳了定制3，20分钟，又肿了，师傅@减肥明星赵奕然 我的脚走路跑上跑下都不痛了，怎么一跳操又肿了[困]我到底应该怎么做呀[睡][睡][睡] ​
20161222,减肥,"[眼泪],[二哈]",又想吃火锅，大发找的店，排了一个半小时的队吧，终于吃上了，饥寒交迫的六只，锅一开大家一筷子接一筷子，好吃的不想抬头说话[二哈][二哈][二哈]嚷嚷着减肥的菜夹得比谁都快，一不小心果然又撑了[眼泪][眼泪][眼泪]每逢火锅胖三斤呀[二哈][二哈][二哈] 重庆·人和 ​
20161222,减肥,[微笑],有必要认真考虑一下减肥这个事情了[微笑] ​
20161222,减肥,"[电影],[泪]",又要减肥了[doge][泪]#长城[电影]# 青岛·李沧区 ​
20161222,减肥,"[流泪],[机智]",🌿『Rain减肥打卡第6️⃣天』今天刚伺候完39度1的贝娃，一看都已经一点多了[流泪]继续关元➕中脘熬夜伤身，三阴交必须不能少今晚土豪贴[机智] ​
20161222,减肥,"[斜眼],[拳头]",cc+普通班+D6+定制2全+keep30min腿部、臀部塑形，练前57.5，练后57.1。57.1已经好几天了啊，快点下到56开头吧[斜眼][拳头][拳头]@减肥明星赵奕然 ​
20161222,减肥,[眼泪],#感恩三件事#1 昨天有事没能运动，今天加练一小时~~跑步40分钟，体能还不错~2 爱力的徐阿姨和光芒姐一直想着我，感恩~3在健身房和一起减肥的小伙伴们聊得很开心~4 老毛病老问题又出来了，需要再次面对[眼泪] ​
20161222,减肥,[泪],为什么我减肥总失败，因为二半夜我还在试吃自己做的蛋糕啊[泪][泪][泪] ​
20161222,减肥,[泪],dei不起！！！！！[泪][泪][泪][泪]我不吃了！！我减肥！！！！！！！真的不吃了呜呜呜呜呜呜呜胖死 ​
20161222,减肥,"[馋嘴],[坏笑]",深夜“放毒”：吃完海鲜宵夜再减肥[坏笑][馋嘴] 福州·工业路 ​
20161222,减肥,[二哈],刚买回来  长大了换了个大house  又长大了没有钱再换大house了只能减减肥了[二哈] 大连·大连理工大学 ​
20161222,减肥,"[抓狂],[泪],[失望]",这腿啥时候能好呀，想减肥，想运动，想打球。不能跑，不能跳，不能伸直[抓狂][抓狂][抓狂][失望][失望][失望][泪][泪][泪] ​
20161222,减肥,[寿司],Day113:太不容易，月亮冰淇淋今天比半价还便宜，一口气买两桶，就是这么任性，不要提醒我减肥的事情～然后今天做了简易[寿司]or紫菜包饭，虽然样子不好看，没有竹帘，自己DIY了一个，就是这么聪明～ 澳大利亚 ​
20161222,减肥,[泪],#减肥成功经验# 好烦哦、今天聚餐又吃多了、为什么我就是克制不住自己、接下来的几天都有聚会、必长胖[泪][泪][泪] ​
20161222,减肥,[顶],待我考完剩余三科吃完火锅开始减肥[顶][顶] ​
20161222,减肥,"[喵喵],[疲劳]",【右手食指指纹决定了你的爱情】 99%的人都说非常准！[x][dino泪奔][喵喵][疲劳][yz太好了]过程中，也会让宝宝了。【减肥食物推荐二：！即便没有结果，也不 ​
20161222,减肥,[拜拜],每天吃吃吃，胖死去拉到！我已经不行了，减肥每天喊口号，吃的比谁都多，衣服拉链已经很困难了，看这身材，[拜拜][拜拜]不仅仅是蓝瘦香菇…… 郑州·康桥华城 ​
20161222,减肥,[挖鼻],减肥才是人生难题好嘛[挖鼻] ​
20161222,减肥,"[泪],[嘻嘻]",需要努力减肥[嘻嘻]2016年的20斤[泪][泪][泪] ​
20161222,减肥,[月亮],头磕到桌子上了。很蠢但又很生气。所以又吃了一大顿。嗨呀好气啊真的，说好的减肥呢。晚安[月亮] ​
20161222,减肥,[加油],该减减肥了[加油][加油] ​
20161222,减肥,[馋嘴],二十一天减肥法（第四天），今天是第二阶段的第一天，体重71.35，终于可以吃东西了[馋嘴]，早上苹果1，十点苹果1，中午苹果1+盐水煮白萝卜一盘，晚上苹果1，外加喝了一天的普洱，今天基本没有饿感，原本预备下午三点苹果1，但中午我妈煮的那盘萝卜实在太大盘了，足足有三分之一个大白萝卜，所以就把下 ​ 全文
20161222,减肥,[馋嘴],夜宵：照烧鱿鱼[馋嘴][馋嘴][馋嘴]明天开始减肥🤓🤓🤓 ​
20161222,减肥,[二哈],健身房练了俩小时到家又饿，实在忍不了，吃了半个面包，我的减肥大业就这么泡汤了[二哈] ​
20161222,减肥,[强壮],强化训练班D19   定制2+平板撑三分钟    不是一天长肥，所以也不可能一天瘦下去，摆正心态，明天继续加油[强壮][强壮][强壮]@减肥明星赵奕然 @月半星ye ​
20161222,减肥,"[色],[污],[爱心]",孔侑阿扎西[爱心]️深深的入坑了[色]我要减肥了[污][污] ​
20161222,减肥,[可爱],我们赛赛 可真是太厉害了 她为了减肥 订了一星期的减脂餐 可是 谁又能想到 减脂餐她实在是吃不饱呢？ 于是她养成了一个每天11点吃泡面的好习惯[可爱][可爱][可爱]估计下辈子她就瘦了[可爱][可爱][可爱] ​
20161222,减肥,"[摊手],[挖鼻]",[挖鼻]说好的减肥，晚上都没吃饭，就要熬过去了，结果晚上一回家，家里有肉馅的锅贴[摊手] ​
20161222,减肥,[心],老顾客推荐来买减肥药滴[心]谢谢 泰国·曼谷 ​
20161222,减肥,[脸红],快饿死啦[脸红]饿了三天后，每天吃一顿[脸红]我在想我会不会猝死路上[脸红]不过嘛，总算知道饿了🙄为了减肥再坚持一下下啰 ​
